N,P,K,temperature,humidity,ph,rainfall,soil_type,season,irrigation,crop_duration_days,label
106,55,47,32.844896,38.92507,6.586211,74.475228,loamy,Kharif,rainfed,99,sorghum
107,52,46,31.741611,34.044073,6.536036,61.659988,red,Kharif,semi-irrigated,94,sorghum
107,54,51,31.641255,45.39335,7.018482,73.460262,loamy,Kharif,semi-irrigated,101,sorghum
82,41,43,28.478159,32.667004,5.834358,46.396384,loamy,Kharif,semi-irrigated,113,sorghum
114,60,55,39.821605,54.014066,7.08633,93.775247,loamy,Kharif,semi-irrigated,102,sorghum
116,55,57,39.007773,58.653578,7.356629,93.245993,loamy,Kharif,rainfed,115,sorghum
110,51,49,33.406342,41.42148,6.663103,58.529285,red,Kharif,semi-irrigated,99,sorghum
118,60,57,38.532126,51.019211,6.978849,97.188953,loamy,Kharif,semi-irrigated,93,sorghum
120,57,56,37.742344,58.540282,7.157131,93.362319,loamy,Kharif,rainfed,114,sorghum
88,42,44,26.388338,27.521857,5.625866,54.669891,loamy,Kharif,semi-irrigated,90,sorghum
87,51,44,31.936449,48.1876,6.72413,82.639982,red,Kharif,semi-irrigated,102,sorghum
91,46,40,29.771401,30.098408,5.5,41.622678,loamy,Kharif,semi-irrigated,116,sorghum
110,57,57,38.943424,54.664071,7.026296,89.107689,black,Kharif,semi-irrigated,91,sorghum
89,44,41,26.530316,27.633924,5.585928,42.390463,black,Kharif,rainfed,97,sorghum
115,59,59,36.761822,52.557884,7.420353,84.316659,loamy,Kharif,semi-irrigated,99,sorghum
111,60,57,40.0,48.599584,7.366311,96.289189,red,Kharif,rainfed,107,sorghum
84,40,42,26.492145,32.31825,5.699347,51.174617,black,Kharif,rainfed,115,sorghum
99,56,46,29.68348,45.434584,6.025356,68.652116,black,Kharif,semi-irrigated,98,sorghum
106,50,54,34.226831,48.223505,6.929225,64.520172,black,Kharif,semi-irrigated,115,sorghum
96,49,47,33.122202,35.027734,6.078925,71.587258,loamy,Kharif,semi-irrigated,105,sorghum
95,46,41,27.273253,26.520891,5.936736,51.78241,red,Kharif,rainfed,104,sorghum
83,42,46,28.589954,30.000969,5.973116,41.211151,black,Kharif,rainfed,106,sorghum
111,57,56,37.717847,58.537577,7.422235,85.345445,black,Kharif,rainfed,101,sorghum
84,44,40,28.872521,34.173638,5.686068,55.30047,red,Kharif,semi-irrigated,91,sorghum
91,44,49,34.595716,40.362107,6.151601,69.81756,loamy,Kharif,rainfed,102,sorghum
111,57,59,37.887964,57.785881,7.25884,81.562999,black,Kharif,rainfed,100,sorghum
83,44,46,28.684003,28.436403,5.711837,56.578331,red,Kharif,semi-irrigated,96,sorghum
88,51,50,31.537402,39.059429,6.142358,86.331012,loamy,Kharif,rainfed,109,sorghum
112,57,56,36.474391,51.158017,7.491923,88.118778,red,Kharif,semi-irrigated,108,sorghum
86,47,45,28.602581,26.921257,6.093134,46.736775,red,Kharif,rainfed,103,sorghum
112,57,55,37.879778,49.738525,6.992857,86.637925,loamy,Kharif,semi-irrigated,92,sorghum
90,41,42,29.937249,30.914021,5.924294,52.680836,black,Kharif,semi-irrigated,110,sorghum
89,47,52,32.807036,49.635225,6.443058,56.995631,loamy,Kharif,rainfed,117,sorghum
93,50,54,33.030169,40.204718,6.413132,77.056129,red,Kharif,semi-irrigated,98,sorghum
89,41,45,29.902256,25.0,5.569913,48.912207,red,Kharif,rainfed,103,sorghum
118,56,55,40.0,54.916633,7.02953,90.954392,red,Kharif,semi-irrigated,105,sorghum
103,50,50,30.105643,41.150999,7.060377,58.601534,black,Kharif,semi-irrigated,120,sorghum
120,59,58,38.947079,54.375812,7.209143,85.252388,red,Kharif,rainfed,116,sorghum
115,57,58,37.018474,56.980757,7.136676,98.044099,red,Kharif,semi-irrigated,109,sorghum
87,51,49,34.088812,36.682757,6.835914,78.69149,red,Kharif,rainfed,112,sorghum
117,54,58,37.07354,56.892061,7.392286,95.756003,black,Kharif,rainfed,109,sorghum
91,46,50,31.025798,41.635286,6.714897,68.883411,black,Kharif,rainfed,107,sorghum
88,44,44,26.600637,30.238516,5.662747,47.491542,red,Kharif,semi-irrigated,110,sorghum
89,41,45,26.20422,26.356255,5.534042,61.19514,red,Kharif,semi-irrigated,103,sorghum
95,42,50,28.657882,43.907422,6.314221,82.986878,red,Kharif,rainfed,111,sorghum
95,52,46,29.292234,41.400324,6.429292,82.838547,red,Kharif,semi-irrigated,95,sorghum
93,45,51,31.898668,47.870917,6.876411,73.747633,loamy,Kharif,semi-irrigated,111,sorghum
83,42,44,26.926485,32.780662,5.761084,55.655396,loamy,Kharif,semi-irrigated,120,sorghum
113,60,52,37.564324,55.155708,7.266149,89.688813,black,Kharif,rainfed,109,sorghum
93,51,50,31.606766,50.250165,6.194167,72.068976,loamy,Kharif,semi-irrigated,111,sorghum
112,57,54,37.166712,49.772708,7.5,98.008025,loamy,Kharif,semi-irrigated,100,sorghum
114,55,60,38.758042,55.303329,7.186865,91.244332,loamy,Kharif,semi-irrigated,103,sorghum
86,42,47,28.691916,29.288518,5.792366,41.398682,black,Kharif,semi-irrigated,118,sorghum
84,41,45,28.111512,26.59209,5.744297,44.55198,black,Kharif,rainfed,102,sorghum
105,53,50,28.983835,37.096422,6.577102,81.845249,black,Kharif,rainfed,113,sorghum
89,46,53,32.236351,37.469115,6.84371,70.810052,loamy,Kharif,semi-irrigated,94,sorghum
102,51,58,35.561181,36.901948,6.357299,67.892209,black,Kharif,semi-irrigated,106,sorghum
109,54,57,36.831698,59.817712,7.212597,89.404342,black,Kharif,rainfed,113,sorghum
117,55,56,35.893826,55.992138,6.954521,91.491144,loamy,Kharif,rainfed,111,sorghum
120,56,59,36.444323,57.366259,7.057575,84.434043,black,Kharif,semi-irrigated,99,sorghum
81,45,47,26.912645,33.654966,5.900298,54.705366,loamy,Kharif,rainfed,96,sorghum
112,54,57,38.057208,55.076041,7.344356,90.2046,red,Kharif,semi-irrigated,115,sorghum
91,41,45,27.510266,32.111879,5.5,44.90398,red,Kharif,rainfed,112,sorghum
98,54,47,31.200219,44.725919,6.666104,63.665458,red,Kharif,semi-irrigated,105,sorghum
102,47,47,30.240876,48.138925,6.20493,78.108448,loamy,Kharif,rainfed,109,sorghum
82,42,47,26.5616,28.788998,5.535972,56.441236,black,Kharif,rainfed,115,sorghum
113,58,57,37.030407,55.966354,7.5,78.302761,loamy,Kharif,semi-irrigated,90,sorghum
116,55,59,35.292085,59.892608,7.37204,85.262755,red,Kharif,rainfed,106,sorghum
98,54,43,29.888611,37.075933,6.825906,71.11753,red,Kharif,semi-irrigated,118,sorghum
93,51,49,30.4538,39.034851,6.307144,74.185517,loamy,Kharif,rainfed,109,sorghum
87,42,43,29.318473,33.154815,5.545387,41.082086,black,Kharif,semi-irrigated,116,sorghum
80,44,40,27.444992,30.375667,5.536111,53.353119,red,Kharif,semi-irrigated,114,sorghum
97,53,53,34.548974,35.313756,6.358668,57.956294,loamy,Kharif,semi-irrigated,108,sorghum
111,54,55,35.061473,52.148771,7.142535,91.584956,black,Kharif,semi-irrigated,93,sorghum
111,59,55,36.304341,52.763857,7.348501,98.685459,loamy,Kharif,semi-irrigated,120,sorghum
112,53,56,36.824469,42.847285,6.929687,57.223191,loamy,Kharif,semi-irrigated,102,sorghum
99,42,45,29.800098,44.481256,6.206307,65.460167,black,Kharif,semi-irrigated,97,sorghum
120,59,60,39.355469,60.0,7.087559,86.775034,loamy,Kharif,rainfed,93,sorghum
94,50,56,32.664474,50.039638,6.0931,78.168911,red,Kharif,rainfed,90,sorghum
104,57,53,31.353446,35.862651,6.928442,60.817196,loamy,Kharif,rainfed,98,sorghum
80,45,43,26.854999,28.564791,5.513202,50.076407,loamy,Kharif,semi-irrigated,112,sorghum
108,51,54,29.409824,49.646436,6.344374,75.540891,red,Kharif,semi-irrigated,104,sorghum
112,60,55,36.378001,56.440556,7.40682,86.226533,loamy,Kharif,rainfed,94,sorghum
99,51,49,31.183543,44.137423,6.524633,56.514439,loamy,Kharif,rainfed,109,sorghum
87,47,40,25.299807,35.145421,6.1279,50.040021,red,Kharif,semi-irrigated,96,sorghum
108,55,59,35.743548,58.652783,7.390564,100.0,black,Kharif,rainfed,115,sorghum
103,54,54,35.359819,45.129052,6.781436,69.005466,red,Kharif,rainfed,91,sorghum
110,58,57,39.83833,53.618274,7.131128,87.963803,red,Kharif,semi-irrigated,116,sorghum
88,47,43,27.882562,36.434146,5.631343,59.110525,black,Kharif,rainfed,105,sorghum
99,46,44,35.033118,42.179584,6.323346,76.48212,loamy,Kharif,semi-irrigated,113,sorghum
110,56,57,36.935454,56.447484,7.027919,92.402451,loamy,Kharif,rainfed,116,sorghum
114,60,58,37.699915,58.048006,7.003383,100.0,loamy,Kharif,rainfed,94,sorghum
84,44,42,27.945283,30.276456,5.999592,55.569997,loamy,Kharif,rainfed,96,sorghum
119,57,56,38.793234,58.895939,7.20185,89.277075,loamy,Kharif,rainfed,106,sorghum
97,51,52,32.724435,49.909813,6.45207,78.601949,loamy,Kharif,rainfed,91,sorghum
84,45,40,25.017234,35.664566,5.679263,46.895805,loamy,Kharif,semi-irrigated,106,sorghum
112,59,55,36.963161,58.151246,7.173787,91.159145,loamy,Kharif,semi-irrigated,108,sorghum
99,52,55,32.272789,37.990156,6.327032,75.398888,loamy,Kharif,semi-irrigated,97,sorghum
83,44,45,26.51058,31.697071,5.902133,54.41213,black,Kharif,semi-irrigated,103,sorghum
116,55,54,39.05063,53.993596,7.461955,91.408344,loamy,Kharif,rainfed,93,sorghum
99,51,54,35.343853,40.724671,6.900531,63.561147,black,Kharif,rainfed,102,sorghum
83,45,44,27.488929,29.167913,5.632061,45.303073,black,Kharif,semi-irrigated,92,sorghum
117,58,54,38.360231,51.694039,7.385864,96.726256,red,Kharif,semi-irrigated,104,sorghum
106,57,55,36.93846,56.650254,7.468144,80.117088,black,Kharif,semi-irrigated,104,sorghum
106,44,48,33.89246,45.489435,6.569256,75.458853,loamy,Kharif,rainfed,92,sorghum
116,55,57,39.709297,53.733711,6.914416,94.050102,loamy,Kharif,rainfed,95,sorghum
90,41,40,29.40449,34.661915,5.938216,55.051683,black,Kharif,rainfed,118,sorghum
111,47,51,35.052262,46.503414,6.088477,66.324319,red,Kharif,rainfed,103,sorghum
96,49,50,30.504246,37.967952,6.644998,71.804418,black,Kharif,rainfed,94,sorghum
98,51,52,31.394073,35.468374,6.499323,78.296603,red,Kharif,rainfed,107,sorghum
112,57,57,37.427096,53.264035,7.368775,92.981772,loamy,Kharif,semi-irrigated,107,sorghum
80,43,44,30.176396,28.69097,5.711832,46.922869,red,Kharif,rainfed,91,sorghum
111,60,56,35.591436,56.609181,7.163218,100.0,black,Kharif,semi-irrigated,120,sorghum
116,58,58,36.911627,60.0,7.297047,86.51634,black,Kharif,semi-irrigated,98,sorghum
101,57,52,33.466847,34.943187,6.399673,80.353433,red,Kharif,semi-irrigated,106,sorghum
117,60,53,37.395645,53.722585,7.256448,96.355017,loamy,Kharif,semi-irrigated,118,sorghum
97,47,54,29.617324,48.351216,6.066364,68.31093,red,Kharif,rainfed,95,sorghum
107,57,58,35.32821,51.901766,7.163737,97.238537,loamy,Kharif,rainfed,103,sorghum
95,55,57,29.587845,49.870286,6.359181,54.368318,red,Kharif,semi-irrigated,99,sorghum
112,60,60,39.678565,50.035187,7.351248,80.589124,loamy,Kharif,semi-irrigated,90,sorghum
115,60,58,38.669,56.79011,7.153445,94.684774,loamy,Kharif,rainfed,115,sorghum
82,46,43,28.036817,31.083532,5.594856,45.284045,red,Kharif,rainfed,99,sorghum
90,50,51,31.420817,36.552682,6.170044,70.89606,black,Kharif,rainfed,99,sorghum
80,44,43,25.0,27.209193,5.95062,50.362528,red,Kharif,semi-irrigated,104,sorghum
105,54,55,32.933836,34.942808,6.689474,82.921891,loamy,Kharif,rainfed,95,sorghum
84,43,40,25.641753,34.132286,5.613754,41.426697,loamy,Kharif,rainfed,109,sorghum
117,56,59,35.947498,50.810263,7.210467,86.924434,red,Kharif,semi-irrigated,100,sorghum
80,44,42,25.0,28.881959,5.848322,42.595097,red,Kharif,rainfed,114,sorghum
84,43,45,27.767507,25.28135,5.769387,49.023216,loamy,Kharif,rainfed,100,sorghum
83,44,44,25.614551,31.00051,5.733194,44.410238,loamy,Kharif,rainfed,95,sorghum
96,51,51,30.571427,36.615529,5.977404,60.335594,black,Kharif,semi-irrigated,114,sorghum
88,41,43,27.371505,35.185206,5.5,49.976128,black,Kharif,rainfed,93,sorghum
109,54,55,38.28634,56.731454,7.117993,97.084495,loamy,Kharif,rainfed,100,sorghum
112,55,55,36.58822,53.218509,7.359253,89.231407,black,Kharif,semi-irrigated,100,sorghum
118,55,60,38.201285,54.119161,7.5,88.373154,red,Kharif,rainfed,120,sorghum
119,53,54,37.912758,56.463559,7.351511,85.90368,red,Kharif,semi-irrigated,107,sorghum
89,42,43,27.671304,33.772637,5.893371,56.057459,black,Kharif,rainfed,118,sorghum
117,58,53,39.778698,57.959189,7.243094,82.945991,red,Kharif,rainfed,115,sorghum
86,44,43,26.540351,27.298469,5.779117,44.445319,red,Kharif,semi-irrigated,90,sorghum
90,55,54,33.210641,34.478046,6.465724,74.718527,red,Kharif,rainfed,94,sorghum
100,52,53,35.814617,49.108353,7.012622,65.854357,red,Kharif,semi-irrigated,120,sorghum
81,45,42,27.830063,32.236915,5.751703,53.270217,red,Kharif,rainfed,100,sorghum
86,40,44,28.438181,33.081414,5.86236,57.40119,loamy,Kharif,rainfed,120,sorghum
101,51,55,28.500608,49.215267,6.627493,60.421944,black,Kharif,rainfed,101,sorghum
119,58,54,36.010357,57.904288,7.218206,83.994423,loamy,Kharif,semi-irrigated,107,sorghum
114,57,54,37.519947,57.003114,7.364596,95.108755,black,Kharif,semi-irrigated,116,sorghum
81,45,40,28.233114,35.759203,5.878087,54.695398,loamy,Kharif,rainfed,108,sorghum
91,45,52,28.536169,37.449262,6.669151,79.764606,loamy,Kharif,rainfed,103,sorghum
120,60,55,35.092527,52.226496,7.312146,81.542751,black,Kharif,rainfed,108,sorghum
95,49,52,35.977856,40.053014,6.704333,60.661799,black,Kharif,semi-irrigated,98,sorghum
91,47,46,28.23827,32.566898,5.963997,55.920225,loamy,Kharif,rainfed,120,sorghum
100,50,43,32.865824,42.477446,6.839097,71.456195,loamy,Kharif,semi-irrigated,100,sorghum
90,41,40,27.080393,31.37209,5.547793,40.0,black,Kharif,rainfed,95,sorghum
115,58,54,39.711606,58.58926,7.28259,85.29149,black,Kharif,rainfed,90,sorghum
118,58,60,36.772928,56.728721,7.292359,89.693921,black,Kharif,semi-irrigated,107,sorghum
106,51,52,32.635831,44.834434,6.233267,58.879872,loamy,Kharif,semi-irrigated,99,sorghum
94,50,53,28.747512,41.65797,6.692751,58.69,red,Kharif,semi-irrigated,107,sorghum
115,59,56,36.585985,56.054255,7.226307,93.099908,loamy,Kharif,rainfed,98,sorghum
103,49,52,34.147457,40.695968,6.2707,70.186429,loamy,Kharif,rainfed,113,sorghum
117,60,56,39.513553,51.690776,7.357778,87.445424,loamy,Kharif,rainfed,100,sorghum
81,43,40,26.360408,27.254778,5.743109,46.069091,loamy,Kharif,semi-irrigated,116,sorghum
120,52,56,36.553332,54.190625,7.449332,95.398591,black,Kharif,semi-irrigated,105,sorghum
98,52,54,36.527007,35.990837,6.454079,65.52701,red,Kharif,semi-irrigated,108,sorghum
114,54,54,39.649726,59.181841,6.973885,87.56403,black,Kharif,rainfed,114,sorghum
116,59,55,36.915845,55.205419,7.35507,95.320117,red,Kharif,rainfed,108,sorghum
114,58,60,39.1222,55.79777,7.060992,97.963054,red,Kharif,semi-irrigated,114,sorghum
114,60,54,35.28788,52.006654,7.020204,97.335351,black,Kharif,rainfed,112,sorghum
83,43,44,25.282718,28.339272,5.66245,43.324285,red,Kharif,rainfed,98,sorghum
100,46,58,31.933791,36.756798,6.147738,62.942355,red,Kharif,rainfed,102,sorghum
113,49,58,38.168109,52.094879,7.30641,83.811596,loamy,Kharif,rainfed,120,sorghum
109,51,58,38.673025,54.220973,7.400329,91.011209,black,Kharif,rainfed,112,sorghum
119,59,59,37.141901,52.768504,7.108367,95.638658,red,Kharif,rainfed,97,sorghum
80,41,43,25.0,33.09072,5.796876,52.52328,red,Kharif,semi-irrigated,107,sorghum
98,47,48,31.408693,44.283373,6.435216,72.899404,red,Kharif,semi-irrigated,118,sorghum
82,44,43,28.762932,32.311215,6.117469,49.718569,red,Kharif,rainfed,117,sorghum
91,45,42,27.312938,29.246393,5.799924,42.866883,loamy,Kharif,semi-irrigated,107,sorghum
114,57,53,38.593632,58.717907,7.246095,89.939871,loamy,Kharif,rainfed,102,sorghum
90,54,46,30.936452,38.929701,6.4229,80.468927,black,Kharif,rainfed,112,sorghum
116,55,58,39.000236,56.133938,7.063734,85.42652,loamy,Kharif,semi-irrigated,98,sorghum
85,42,46,28.47943,33.212015,5.667769,46.251364,red,Kharif,semi-irrigated,108,sorghum
111,59,55,39.450504,51.828782,7.080399,87.680934,black,Kharif,rainfed,95,sorghum
113,54,58,39.682206,55.749542,7.263519,95.935686,loamy,Kharif,rainfed,103,sorghum
109,53,56,37.051921,57.495098,7.151944,96.943136,loamy,Kharif,rainfed,98,sorghum
116,60,60,37.286904,60.0,7.445609,84.933995,loamy,Kharif,semi-irrigated,115,sorghum
84,43,45,26.845773,28.535592,5.895343,51.001615,black,Kharif,rainfed,115,sorghum
87,45,44,25.943703,32.47944,5.600327,46.123163,red,Kharif,semi-irrigated,113,sorghum
119,59,52,38.051145,54.875465,7.296823,90.106171,loamy,Kharif,semi-irrigated,120,sorghum
113,59,58,36.919781,57.042045,7.240874,93.502617,red,Kharif,semi-irrigated,99,sorghum
104,53,49,35.019656,46.924303,6.852238,69.666992,black,Kharif,semi-irrigated,95,sorghum
80,43,42,25.688363,33.103228,5.594303,49.246118,red,Kharif,semi-irrigated,101,sorghum
108,60,58,39.315953,57.479997,7.5,84.28294,black,Kharif,semi-irrigated,112,sorghum
69,37,35,25.835643,35.986886,4.772204,34.327246,sandy,Kharif,rainfed,81,bajra
71,40,43,34.600586,46.177373,7.013984,52.529304,sandy,Kharif,rainfed,75,bajra
80,42,36,34.816686,48.366833,5.520549,45.243551,red,Kharif,rainfed,75,bajra
68,36,36,28.805965,35.588928,4.724012,32.764047,red,Kharif,rainfed,83,bajra
75,39,42,32.087033,47.499134,6.801674,50.00179,loamy,Kharif,semi-irrigated,76,bajra
92,46,42,29.712083,42.411592,6.772501,47.038673,red,Kharif,rainfed,71,bajra
100,50,50,37.956995,56.952462,7.14117,48.696152,sandy,Kharif,rainfed,82,bajra
88,45,45,35.849313,54.6871,7.922037,50.757973,loamy,Kharif,rainfed,77,bajra
87,35,31,31.323489,46.217828,6.356872,42.73883,loamy,Kharif,rainfed,81,bajra
90,48,50,36.436296,56.357629,7.659449,60.0,sandy,Kharif,rainfed,71,bajra
86,47,46,36.830357,56.258879,7.357311,50.588141,sandy,Kharif,semi-irrigated,70,bajra
66,30,30,25.238057,31.409519,5.021746,30.540178,sandy,Kharif,semi-irrigated,79,bajra
68,30,33,25.769728,34.750403,4.863255,34.642779,sandy,Kharif,semi-irrigated,79,bajra
92,50,43,37.370319,54.656154,7.182281,56.059219,red,Kharif,semi-irrigated,80,bajra
93,48,44,38.905339,56.909213,6.939441,55.410858,loamy,Kharif,semi-irrigated,70,bajra
60,30,37,26.379194,37.616393,4.537314,39.848346,loamy,Kharif,rainfed,86,bajra
90,36,40,32.203114,37.537165,5.799336,44.458087,sandy,Kharif,semi-irrigated,75,bajra
93,44,49,36.079523,58.092451,7.886378,53.238121,loamy,Kharif,rainfed,70,bajra
60,35,36,28.55559,37.078543,4.798119,32.611402,red,Kharif,rainfed,87,bajra
94,48,48,38.875331,53.586423,7.624788,55.471177,loamy,Kharif,semi-irrigated,82,bajra
63,30,33,26.639673,35.650346,5.490434,31.266481,loamy,Kharif,semi-irrigated,71,bajra
84,42,46,33.133814,38.908592,6.117195,49.048658,sandy,Kharif,semi-irrigated,78,bajra
78,42,36,35.347989,49.765589,5.986958,51.775674,sandy,Kharif,semi-irrigated,86,bajra
75,36,37,35.549957,45.728306,6.352968,46.496578,red,Kharif,rainfed,80,bajra
70,32,30,26.462861,36.569954,4.85506,37.006774,loamy,Kharif,rainfed,90,bajra
100,50,50,35.039262,58.509755,7.677615,60.0,loamy,Kharif,rainfed,82,bajra
93,49,47,37.155534,56.847699,7.562308,51.243226,sandy,Kharif,semi-irrigated,90,bajra
80,35,37,34.326842,47.235302,5.360499,46.493443,sandy,Kharif,semi-irrigated,73,bajra
63,32,30,29.953152,37.543256,4.550862,37.88963,red,Kharif,semi-irrigated,72,bajra
92,49,44,36.278654,59.535727,6.955919,51.495251,red,Kharif,rainfed,79,bajra
97,42,49,39.925121,56.625178,7.47094,53.965349,red,Kharif,semi-irrigated,87,bajra
90,44,48,38.597671,54.633484,7.970019,58.131435,red,Kharif,rainfed,73,bajra
89,46,48,37.680575,54.351087,6.963608,58.51661,red,Kharif,rainfed,84,bajra
62,33,31,27.803,36.389838,4.989325,32.856237,sandy,Kharif,rainfed,83,bajra
60,30,38,26.553243,36.736321,4.962488,34.290576,sandy,Kharif,semi-irrigated,89,bajra
100,47,47,36.978533,54.456676,7.545237,51.483501,loamy,Kharif,rainfed,73,bajra
72,37,40,29.936346,40.143434,6.112398,49.160199,sandy,Kharif,semi-irrigated,89,bajra
66,34,36,27.532713,39.444009,4.625591,30.0,red,Kharif,rainfed,82,bajra
61,34,34,26.220186,33.408033,5.193188,38.060257,red,Kharif,semi-irrigated,74,bajra
83,38,44,31.602134,45.957607,6.583153,45.983568,red,Kharif,rainfed,72,bajra
88,41,49,35.170126,59.206171,7.088173,55.247349,red,Kharif,semi-irrigated,73,bajra
93,46,49,38.076725,58.119017,7.272596,60.0,sandy,Kharif,semi-irrigated,86,bajra
98,43,47,38.645991,51.762636,7.619061,51.708565,loamy,Kharif,semi-irrigated,79,bajra
83,44,38,30.042131,47.550512,5.719481,43.386369,red,Kharif,semi-irrigated,75,bajra
94,50,46,37.751514,54.241172,7.249188,56.74833,sandy,Kharif,semi-irrigated,76,bajra
97,50,46,36.54515,55.466453,7.830353,51.013658,sandy,Kharif,rainfed,72,bajra
76,39,37,32.747359,47.764751,6.420974,37.409487,sandy,Kharif,semi-irrigated,86,bajra
86,50,48,38.388877,52.656526,7.143987,48.996602,sandy,Kharif,semi-irrigated,86,bajra
90,50,50,36.744969,57.949139,7.378647,55.774708,loamy,Kharif,rainfed,75,bajra
80,36,39,33.812562,47.693686,5.719957,40.741673,sandy,Kharif,semi-irrigated,87,bajra
72,41,46,29.30204,47.162479,6.191831,49.021044,red,Kharif,semi-irrigated,76,bajra
69,32,39,25.738971,38.366013,4.757846,39.027277,red,Kharif,rainfed,90,bajra
69,31,35,30.429795,36.056077,4.91437,33.641731,loamy,Kharif,rainfed,85,bajra
60,30,31,26.743103,33.894803,4.791022,33.214527,red,Kharif,rainfed,78,bajra
98,45,47,36.895007,56.886661,7.859422,56.329981,loamy,Kharif,rainfed,81,bajra
77,39,43,29.60501,46.661446,6.267249,36.350539,red,Kharif,semi-irrigated,85,bajra
92,43,48,35.505903,53.606645,7.989086,54.436722,red,Kharif,semi-irrigated,76,bajra
65,34,33,28.26101,33.196446,5.034461,34.797807,red,Kharif,semi-irrigated,74,bajra
92,41,47,37.308116,53.126074,7.698165,58.949434,loamy,Kharif,rainfed,70,bajra
75,35,34,28.133531,34.720018,4.736543,30.0,red,Kharif,semi-irrigated,85,bajra
82,42,40,28.808864,50.18728,5.955724,39.023218,loamy,Kharif,rainfed,70,bajra
67,32,30,25.50427,34.560751,4.947571,32.41604,loamy,Kharif,rainfed,85,bajra
78,46,40,34.280243,39.526474,6.913536,42.712523,loamy,Kharif,rainfed,76,bajra
72,34,40,33.485292,50.985216,6.733916,42.488082,loamy,Kharif,rainfed,73,bajra
60,35,32,29.294841,35.83426,4.626208,32.263209,red,Kharif,rainfed,80,bajra
81,39,37,29.49578,43.85128,5.669689,35.833494,sandy,Kharif,semi-irrigated,85,bajra
63,35,32,29.082621,35.107855,4.970029,36.239291,red,Kharif,rainfed,87,bajra
74,33,32,26.097902,33.503565,4.5,35.438577,sandy,Kharif,semi-irrigated,89,bajra
62,30,36,25.290556,30.0,4.824049,30.0,red,Kharif,semi-irrigated,73,bajra
62,35,30,28.893118,31.127962,5.361491,35.625769,red,Kharif,semi-irrigated,79,bajra
86,41,37,29.232156,48.093728,5.919771,50.328637,red,Kharif,rainfed,78,bajra
60,32,35,29.553606,32.227937,4.994961,36.614118,red,Kharif,rainfed,90,bajra
91,46,49,38.91912,54.049809,7.655666,60.0,red,Kharif,semi-irrigated,78,bajra
94,47,47,36.561971,59.342762,7.476483,58.625424,red,Kharif,semi-irrigated,78,bajra
85,50,44,38.725385,53.844443,7.577655,53.39015,loamy,Kharif,semi-irrigated,79,bajra
91,48,43,39.554975,57.702618,7.523248,57.513617,loamy,Kharif,rainfed,90,bajra
60,30,34,25.0,34.186781,4.989406,37.135544,sandy,Kharif,semi-irrigated,78,bajra
75,40,43,36.525664,41.643745,5.459645,43.071078,loamy,Kharif,semi-irrigated,84,bajra
95,47,47,35.695085,51.406485,7.062438,57.368957,sandy,Kharif,semi-irrigated,76,bajra
63,33,34,26.769723,30.184219,5.540971,37.389426,red,Kharif,rainfed,76,bajra
100,47,45,37.223879,52.980221,7.117064,51.398278,loamy,Kharif,rainfed,78,bajra
95,50,48,37.536313,55.526113,7.810535,58.503292,sandy,Kharif,rainfed,77,bajra
75,39,39,30.83091,38.392018,5.52267,53.607274,sandy,Kharif,rainfed,75,bajra
65,38,30,26.924106,30.0,4.586337,30.0,loamy,Kharif,rainfed,85,bajra
82,44,35,34.909518,48.554445,6.819982,44.877057,loamy,Kharif,rainfed,82,bajra
88,46,50,38.306117,57.529077,7.192203,56.073192,loamy,Kharif,semi-irrigated,80,bajra
99,44,46,40.0,56.469992,7.931475,58.941244,red,Kharif,semi-irrigated,79,bajra
67,30,32,26.590435,34.417767,5.14181,38.716648,red,Kharif,rainfed,87,bajra
84,36,37,32.15497,48.040307,5.800339,46.219393,sandy,Kharif,rainfed,88,bajra
60,35,30,25.285052,35.899226,4.763637,35.49455,loamy,Kharif,rainfed,85,bajra
63,34,33,25.18425,38.144815,5.185456,32.663351,sandy,Kharif,semi-irrigated,84,bajra
74,35,36,25.376131,30.0,4.961091,31.867066,loamy,Kharif,semi-irrigated,89,bajra
73,32,37,29.198799,32.483107,4.690428,36.089152,loamy,Kharif,rainfed,88,bajra
94,50,48,38.220295,51.764011,7.790558,56.52854,loamy,Kharif,semi-irrigated,85,bajra
60,36,35,27.863029,36.897281,4.640955,39.8438,red,Kharif,semi-irrigated,82,bajra
89,43,45,36.39577,56.787142,7.282902,60.0,sandy,Kharif,rainfed,70,bajra
93,43,43,34.774356,55.728121,7.302825,57.958903,red,Kharif,rainfed,87,bajra
96,45,50,36.613028,57.307002,7.164065,54.93955,red,Kharif,semi-irrigated,81,bajra
80,36,46,33.218882,47.899349,6.79486,40.541447,sandy,Kharif,rainfed,75,bajra
88,44,46,34.350644,39.816496,6.631419,49.62886,red,Kharif,rainfed,76,bajra
82,43,43,35.532802,46.164835,6.517351,49.64035,sandy,Kharif,semi-irrigated,78,bajra
90,47,49,39.235725,52.732409,7.867911,58.968188,sandy,Kharif,rainfed,74,bajra
66,35,31,25.134111,30.738976,4.856289,34.475246,red,Kharif,rainfed,87,bajra
98,45,47,39.865701,57.846673,7.064192,59.438819,red,Kharif,semi-irrigated,74,bajra
86,38,35,33.862859,39.689073,6.345371,48.372834,red,Kharif,rainfed,82,bajra
89,42,49,39.894913,51.844566,7.685555,55.685222,loamy,Kharif,rainfed,83,bajra
